Gene	Symbol
TRIM77	TRIM77
TRIM49	TRIM49
TRIM64B	TRIM64B
TRIM49D1	TRIM49D1
TRIM49D2	TRIM49D2
TRIM64	TRIM64
TRIM49C	TRIM49C
UBTFL1	UBTFL1
NAALAD2	NAALAD2
CHORDC1	CHORDC1
DISC1FP1	DISC1FP1
LINC02748	LINC02748
LINC02756	LINC02756
FAT3	FAT3
LINC02746	LINC02746
MTNR1B	MTNR1B
SLC36A4	SLC36A4
DEUP1	DEUP1
SMCO4	SMCO4
CEP295	CEP295
SCARNA9	SCARNA9
TAF1D	TAF1D
C11orf54	BKGD
MED17	MED17
VSTM5	VSTM5
HEPHL1	HEPHL1
PANX1	PANX1
IZUMO1R	IZUMO1R
GPR83	GPR83
MRE11	MRE11
ANKRD49	ANKRD49
C11orf97	C11orf97
FUT4	FUT4
PIWIL4	PIWIL4
LINC02700	LINC02700
AMOTL1	AMOTL1
CWC15	CWC15
KDM4D	KDM4D
KDM4E	KDM4E
KDM4F	KDM4F
SRSF8	SRSF8
ENDOD1	ENDOD1
SESN3	SESN3
FAM76B	FAM76B
CEP57	CEP57
MTMR2	MTMR2
MAML2	MAML2
CCDC82	CCDC82
JRKL	JRKL
JRKL-AS1	JRKL-AS1
LINC02737	LINC02737
LINC02553	LINC02553
LINC02713	LINC02713
CNTN5	CNTN5
ARHGAP42	ARHGAP42
PGR	PGR
PGR-AS1	PGR-AS1
TRPC6	TRPC6
ANGPTL5	ANGPTL5
CEP126	CEP126
CFAP300	CFAP300
YAP1	YAP1
BIRC3	BIRC3
BIRC2	BIRC2
TMEM123	TMEM123
MMP7	MMP7
MMP20	MMP20
AP000851.1	MMP20-AS1
MMP27	MMP27
MMP8	MMP8
MMP10	MMP10
MMP1	MMP1
MMP3	MMP3
MMP12	MMP12
MMP13	MMP13
DCUN1D5	DCUN1D5
DYNC2H1	DYNC2H1
AP002989.1	PDGFDDN
PDGFD	PDGFD
DDI1	DDI1
LINC02552	LINC02552
CASP4	CASP4
CASP5	CASP5
CASP1	CASP1
CARD16	CARD16
CARD17	CARD17P
CARD18	CARD18
GRIA4	GRIA4
MSANTD4	MSANTD4
KBTBD3	KBTBD3
AASDHPPT	AASDHPPT
LINC02719	LINC02719
GUCY1A2	GUCY1A2
CWF19L2	CWF19L2
ALKBH8	ALKBH8
ELMOD1	ELMOD1
SLN	SLN
SLC35F2	SLC35F2
RAB39A	RAB39A
CUL5	CUL5
ACAT1	ACAT1
NPAT	NPAT
ATM	ATM
C11orf65	C11orf65
POGLUT3	POGLUT3
EXPH5	EXPH5
DDX10	DDX10
C11orf87	C11orf87
LINC02715	LINC02715
RDX	RDX
ZC3H12C	ZC3H12C
LINC02732	LINC02732
FDX1	FDX1
ARHGAP20	ARHGAP20
LINC02550	LINC02550
C11orf53	POU2AF2
COLCA1	COLCA1
COLCA2	POU2AF3
POU2AF1	POU2AF1
BTG4	BTG4
C11orf88	HOATZ
LAYN	LAYN
SIK2	SIK2
PPP2R1B	PPP2R1B
ALG9	ALG9
ALG9-IT1	ALG9-IT1
FDXACB1	FDXACB1
C11orf1	CFAP68
CRYAB	CRYAB
HSPB2	HSPB2
C11orf52	C11orf52
DIXDC1	DIXDC1
DLAT	DLAT
PIH1D2	PIH1D2
NKAPD1	NKAPD1
TIMM8B	TIMM8B
SDHD	SDHD
IL18	IL18
TEX12	TEX12
BCO2	BCO2
PTS	PTS
PLET1	PLET1
LINC02762	LINC02762
LINC02763	LINC02763
CLMP	CLMP
LINC02727	LINC02727
GRAMD1B	GRAMD1B
SCN3B	SCN3B
ZNF202	ZNF202
OR6X1	OR6X1
OR6M1	OR6M1
TMEM225	TMEM225
OR8D4	OR8D4
OR4D5	OR4D5
OR6T1	OR6T1
OR10S1	OR10S1
OR10G6	OR10G6
OR10G4	OR10G4
OR10G9	OR10G9
OR10G8	OR10G8
OR10G7	OR10G7
VWA5A	VWA5A
OR10D3	OR10D3
OR8G1	OR8G1
OR8G5	OR8G5
OR8D1	OR8D1
OR8D2	OR8D2
OR8B2	OR8B2
OR8B3	OR8B3
OR8B4	OR8B4
OR8B8	OR8B8
OR8B12	OR8B12
OR8A1	OR8A1
PANX3	PANX3
TBRG1	TBRG1
SIAE	SIAE
SPA17	SPA17
NRGN	NRGN
VSIG2	VSIG2
ESAM	ESAM
MSANTD2	MSANTD2
ROBO3	ROBO3
ROBO4	ROBO4
HEPACAM	HEPACAM
HEPN1	HEPN1
CCDC15-DT	CCDC15-DT
CCDC15	CCDC15
SLC37A2	SLC37A2
TMEM218	TMEM218
PKNOX2-AS1	PKNOX2-AS1
PKNOX2	PKNOX2
AP001007.1	PKNOX2-AS1
FEZ1	FEZ1
EI24	EI24
STT3A	STT3A
CHEK1	CHEK1
ACRV1	ACRV1
PATE1	PATE1
PATE2	PATE2
PATE3	PATE3
PATE4	PATE4
AP000842.3	LINC03136
HYLS1	HYLS1
PUS3	PUS3
DDX25	DDX25
VSIG10L2	VSIG10L2
CDON	CDON
RPUSD4	RPUSD4
FAM118B	SIRAL1
SRPRA	SRPRA
FOXRED1	FOXRED1
TIRAP	TIRAP
DCPS	DCPS
GSEC	GSEC
ST3GAL4	ST3GAL4
KIRREL3	KIRREL3
KIRREL3-AS1	KIRREL3-AS1
KIRREL3-AS2	KIRREL3-AS2
KIRREL3-AS3	KIRREL3-AS3
LINC02712	LINC02712
LINC02725	LINC02725
LINC02098	LINC02098
ETS1	ETS1
ETS1-AS1	ETS1-AS1
FLI1	FLI1
SENCR	SENCR
KCNJ1	KCNJ1
KCNJ5	KCNJ5
C11orf45	KCNJ5-AS1
TP53AIP1	TP53AIP1
ARHGAP32	ARHGAP32
BARX2	BARX2
LINC01395	LINC01395
TMEM45B	TMEM45B
NFRKB	NFRKB
PRDM10	PRDM10
LINC00167	PRDM10-DT
APLP2	APLP2
ST14	ST14
ZBTB44	ZBTB44
ZBTB44-DT	ZBTB44-DT
ADAMTS8	ADAMTS8
ADAMTS15	ADAMTS15
C11orf44	LINC02873
LINC02551	LINC02551
SNX19	SNX19
NTM	NTM
NTM-AS1	NTM-AS1
NTM-IT	NTM-IT
OPCML	OPCML
OPCML-IT2	OPCML-IT2
OPCML-IT1	OPCML-IT1
LINC02743	LINC02743
SPATA19	SPATA19
IGSF9B	IGSF9B
LINC02730	LINC02730
LINC02731	LINC02731
JAM3	JAM3
NCAPD3	NCAPD3
VPS26B	VPS26B
THYN1	THYN1
ACAD8	ACAD8
GLB1L3	GLB1L3
GLB1L2	GLB1L2
B3GAT1	B3GAT1
AP004608.1	B3GAT1-DT
LINC02706	LINC02706
LINC02714	LINC02714
LINC02697	LINC02697
LINC02717	LINC02717
LINC02684	LINC02684
FAM138D	FAM138D
IQSEC3	IQSEC3
AC026369.3	IQSEC3-AS2
SLC6A12	SLC6A12
SLC6A13	SLC6A13
KDM5A	KDM5A
CCDC77	CCDC77
B4GALNT3	B4GALNT3
NINJ2	NINJ2
LINC02455	LINC02455
WNK1	WNK1
RAD52	RAD52
ERC1	ERC1
LINC00942	LINC00942
WNT5B	WNT5B
FBXL14	FBXL14
ADIPOR2	ADIPOR2
CACNA2D4	CACNA2D4
LRTM2	LRTM2
LINC00940	LINC00940
DCP1B	DCP1B
CACNA1C	CACNA1C
CACNA1C-IT1	CACNA1C-IT1
CACNA1C-IT2	CACNA1C
CACNA1C-AS4	CACNA1C-AS4
CACNA1C-IT3	CACNA1C-IT3
CACNA1C-AS3	CACNA1C-AS3
CACNA1C-AS2	ITFG2-AS1
CACNA1C-AS1	ITFG2-AS1
LINC02371	LINC02371
FKBP4	FKBP4
ITFG2-AS1	ITFG2-AS1
ITFG2	ITFG2
NRIP2	NRIP2
TEX52	TEX52
FOXM1	FOXM1
RHNO1	RHNO1
TULP3	TULP3
TEAD4	TEAD4
TSPAN9	TSPAN9
TSPAN9-IT1	TSPAN9-IT1
LINC02827	LINC02827
LINC02417	LINC02417
PRMT8	PRMT8
CRACR2A	CRACR2A
PARP11	PARP11
CCND2-AS1	CCND2-AS1
CCND2	CCND2
TIGAR	TIGAR
FGF23	FGF23
FGF6	FGF6
C12orf4	FERRY3
RAD51AP1	RAD51AP1
DYRK4	DYRK4
AKAP3	AKAP3
NDUFA9	NDUFA9
GAU1	GAU1
GALNT8	GALNT8
KCNA6	KCNA6
KCNA1	KCNA1
KCNA5	KCNA5
LINC02443	LINC02443
NTF3	NTF3
ANO2	ANO2
VWF	VWF
CD9	CD9
PLEKHG6	PLEKHG6
TNFRSF1A	TNFRSF1A
SCNN1A	SCNN1A
LTBR	LTBR
CD27-AS1	CD27-AS1
CD27	CD27
TAPBPL	TAPBPL
VAMP1	VAMP1
MRPL51	MRPL51
NCAPD2	NCAPD2
GAPDH	GAPDH
IFFO1	IFFO1
GPR19	GPR19
CDKN1B	CDKN1B
APOLD1	APOLD1
DDX47	DDX47
GPRC5A	GPRC5A
GPRC5D-AS1	GPRC5D-AS1
GPRC5D	GPRC5D
HEBP1	HEBP1
FAM234B	FAM234B
GSG1	GSG1
EMP1	EMP1
LINC01559	LINC01559
GRIN2B	GRIN2B
ATF7IP	ATF7IP
PLBD1	PLBD1
PLBD1-AS1	PLBD1-AS1
GUCY2C	GUCY2C
HIST4H4	H4C16
H2AFJ	H2AJ
WBP11	WBP11
C12orf60	C12orf60
SMCO3	SMCO3
ART4	ART4
MGP	MGP
ERP27	ERP27
ARHGDIB	ARHGDIB
PDE6H	PDE6H
LINC01489	LINC01489
RERG	RERG
RERG-IT1	RERG-IT1
RERG-AS1	RERG-AS1
PTPRO	PTPRO
EPS8	EPS8
STRAP	STRAP
DERA	DERA
SLC15A5	SLC15A5
MGST1	MGST1
LMO3	LMO3
LINC02378	LINC02378
RERGL	RERGL
PIK3C2G	PIK3C2G
PLCZ1	PLCZ1
CAPZA3	CAPZA3
PLEKHA5	PLEKHA5
AEBP2	AEBP2
LINC02398	LINC02398
LINC02468	LINC02468
PDE3A	PDE3A
SLCO1C1	SLCO1C1
SLCO1B3	SLCO1B3
SLCO1B7	SLCO1B7
SLCO1B1	SLCO1B1
SLCO1A2	SLCO1A2
IAPP	IAPP
PYROXD1	PYROXD1
RECQL	RECQL
GOLT1B	GOLT1B
SPX	SPX
GYS2	GYS2
LDHB	LDHB
KCNJ8	KCNJ8
ABCC9	ABCC9
CMAS	CMAS
ST8SIA1	ST8SIA1
C2CD5	C2CD5
ETNK1	ETNK1
SOX5	SOX5
SOX5-AS1	SOX5-AS1
LINC00477	LINC00477
BCAT1	BCAT1
C12orf77	LINC02909
LRMP	IRAG2
CASC1	DNAI7
ETFRF1	ETFRF1
KRAS	KRAS
LMNTD1	LMNTD1
RASSF8-AS1	RASSF8-AS1
RASSF8	RASSF8
BHLHE41	BHLHE41
SSPN	SSPN
ITPR2	ITPR2
INTS13	INTS13
FGFR1OP2	FGFR1OP2
TM7SF3	TM7SF3
AC024896.1	TM7SF3-AS1
MED21	MED21
C12orf71	C12orf71
STK38L	STK38L
ARNTL2	BMAL2-AS1
ARNTL2-AS1	BMAL2-AS1
SMCO2	SMCO2
PPFIBP1	PPFIBP1
REP15	REP15
MRPS35	MRPS35
MANSC4	MANSC4
KLHL42	KLHL42
PTHLH	PTHLH
CCDC91	CCDC91
FAR2	FAR2
ERGIC2	ERGIC2
OVCH1-AS1	OVCH1-AS1
OVCH1	OVCH1
TMTC1	TMTC1
LINC02386	LINC02386
IPO8	IPO8
CAPRIN2	CAPRIN2
TSPAN11	TSPAN11
DDX11-AS1	DDX11-AS1
DDX11	DDX11
SINHCAF	SINHCAF
LINC02387	LINC02387
DENND5B	DENND5B
DENND5B-AS1	DENND5B-AS1
ETFBKMT	ETFBKMT
AMN1	AMN1
AC023157.3	AMN1-AS1
H3F3C	H3-5
LINC02422	LINC02422
RESF1	RESF1
BICD1	BICD1
FGD4	FGD4
DNM1L	DNM1L
YARS2	YARS2
PKP2	PKP2
SYT10	SYT10
ALG10	ALG10
ALG10B	ALG10B
CPNE8	CPNE8
CPNE8-AS1	CPNE8-AS1
LINC02406	LINC02406
KIF21A	KIF21A
ABCD2	ABCD2
C12orf40	REDIC1
SLC2A13	SLC2A13
LINC02555	LINC02555
LINC02471	LINC02471
LRRK2	LRRK2
MUC19	MUC19
CNTN1	CNTN1
PDZRN4	PDZRN4
LINC02400	LINC02400
GXYLT1	GXYLT1
YAF2	YAF2
PPHLN1	PPHLN1
ZCRB1	ZCRB1
PRICKLE1	PRICKLE1
LINC02402	LINC02402
LINC02451	LINC02450
LINC02450	LINC02450
LINC02461	LINC02461
ADAMTS20	ADAMTS20
PUS7L	PUS7L
IRAK4	IRAK4
TWF1	TWF1
TMEM117	TMEM117
NELL2	NELL2
DBX2	DBX2
ANO6	ANO6
ARID2	ARID2
SCAF11	SCAF11
SLC38A1	SLC38A1
SLC38A2	SLC38A2
TFCP2	TFCP2
KRT6A	KRT6A
KRT5	KRT5
KRT71	KRT71
KRT74	KRT74
KRT72	KRT72
KRT73-AS1	KRT73-AS1
KRT73	KRT73
KRT2	KRT2
KRT1	KRT1
KRT77	KRT77
KRT76	KRT76
KRT3	KRT3
KRT4	KRT4
KRT79	KRT79
KRT78	KRT78
KRT8	KRT8
KRT18	KRT18
EIF4B	EIF4B
TNS2	TNS2
SPRYD3	SPRYD3
IGFBP6	IGFBP6
SOAT2	SOAT2
CSAD	CSAD
ZNF740	ZNF740
ITGB7	ITGB7
RARG	RARG
MFSD5	SLC61A1
ESPL1	ESPL1
PFDN5	PFDN5
C12orf10	MYG1P1
AAAS	AAAS
SP7	SP7
SP1	SP1
AMHR2	AMHR2
PRR13	PRR13
PCBP2	PCBP2
PCBP2-OT1	PCBP2-OT1
MAP3K12	MAP3K12
TARBP2	TARBP2
NPFF	NPFF
ATF7	ATF7
ATP5MC2	ATP5MC2
CALCOCO1	CALCOCO1
CISTR	CISTR
HOXC13-AS	HOXC13-AS
HOXC13	HOXC13
HOXC12	HOXC12
HOTAIR	HOTAIR
HOXC11	HOXC11
HOXC-AS3	HOXC-AS3
HOXC10	HOXC10
HOXC6	HOXC6
HOXC-AS2	HOXC-AS2
HOXC9	HOXC9
HOXC-AS1	HOXC-AS1
HOXC8	HOXC8
HOXC4	HOXC4
HOXC5	HOXC5
FAM242C	FAM242C
SMUG1	SMUG1
LINC02381	LINC02381
CBX5	CBX5
SCAT2	SCAT2
AC078778.1	SCAT2
HNRNPA1	HNRNPA1
NFE2	NFE2
COPZ1	COPZ1
GPR84	GPR84
ZNF385A	ZNF385A
ITGA5	ITGA5
LINC01154	GPR84-AS1
GTSF1	GTSF1
NCKAP1L	NCKAP1L
PDE1B	PDE1B
PPP1R1A	PPP1R1A
LACRT	LACRT
DCD	DCD
MUCL1	MUCL1
TESPA1	TESPA1
NEUROD4	NEUROD4
OR9K2	OR9K2
OR10A7	OR10A7
OR6C74	OR6C74
OR6C6	OR6C6
OR6C1	OR6C1
OR6C3	OR6C3
OR6C75	OR6C75
OR6C65	OR6C65
OR6C76	OR6C76
OR6C2	OR6C2
OR6C70	OR6C70
OR6C68	OR6C68
OR6C4	OR6C4
OR2AP1	OR2AP1
OR10P1	OR10P1
METTL7B	TMT1B
ITGA7	ITGA7
BLOC1S1	BLOC1S1
RDH5	RDH5
CD63	CD63
GDF11	GDF11
SARNP	SARNP
ORMDL2	ORMDL2
DNAJC14	DNAJC14
MMP19	MMP19
PYM1	PYM1
DGKA	DGKA
PMEL	PMEL
CDK2	CDK2
RAB5B	RAB5B
SUOX	SUOX
IKZF4	IKZF4
RPS26	RPS26
ERBB3	ERBB3
PA2G4	PA2G4
RPL41	RPL41
ESYT1	ESYT1
ZC3H10	ZC3H10
MYL6B	MYL6B
MYL6	MYL6
SMARCC2	SMARCC2
RNF41	RNF41
NABP2	NABP2
SLC39A5	SLC39A5
ANKRD52	ANKRD52
COQ10A	COQ10A
CS	CS
CNPY2	CNPY2
PAN2	PAN2
IL23A	IL23A
STAT2	STAT2
APOF	APOF
TIMELESS	TIMELESS
MIP	MIP
SPRYD4	SPRYD4
GLS2	GLS2
RBMS2	RBMS2
BAZ2A	BAZ2A
ATP5F1B	ATP5F1B
PTGES3	PTGES3
NACA	NACA
PRIM1	PRIM1
HSD17B6	HSD17B6
SDR9C7	SDR9C7
RDH16	RDH16
GPR182	ACKR5
ZBTB39	ZBTB39
TAC3	TAC3
MYO1A	MYO1A
NEMP1	NEMP1
NAB2	NAB2
STAT6	STAT6
LRP1	LRP1
LRP1-AS	LRP1-AS
NXPH4	NXPH4
SHMT2	SHMT2
NDUFA4L2	COXFA4L2
STAC3	STAC3
R3HDM2	R3HDM2
INHBC	INHBC
INHBE	INHBE
GLI1	GLI1
ARHGAP9	ARHGAP9
MARS	MARS1
DDIT3	DDIT3
MBD6	MBD6
DCTN2	DCTN2
KIF5A	KIF5A
PIP4K2C	PIP4K2C
DTX3	DTX3
ARHGEF25	ARHGEF25
SLC26A10	SLC26A10P
B4GALNT1	B4GALNT1
OS9	OS9
AGAP2	AGAP2
AGAP2-AS1	AGAP2-AS1
TSPAN31	TSPAN31
CDK4	CDK4
MARCH9	MARCHF9
CYP27B1	CYP27B1
METTL1	METTL1
EEF1AKMT3	EEF1AKMT3
TSFM	TSFM
AVIL	AVIL
CTDSP2	CTDSP2
ATP23	ATP23
GIHCG	GIHCG
LINC02403	LINC02403
LINC02388	LINC02388
LRIG3	LRIG3
LINC02448	LINC02448
SLC16A7	SLC16A7
TAFA2	TAFA2
USP15	USP15
MON2	MON2
AC079035.1	MON2-AS1
LINC01465	LINC01465
PPM1H	PPM1H
AVPR1A	AVPR1A
DPY19L2	DPY19L2
RXYLT1	RXYLT1
RXYLT1-AS1	RXYLT1-AS1
SRGAP1	SRGAP1
C12orf66	KICS2
C12orf56	C12orf56
XPOT	XPOT
TBK1	TBK1
RASSF3	RASSF3
GNS	GNS
TBC1D30	TBC1D30
LINC02389	LINC02389
LINC02231	LINC02231
WIF1	WIF1
LEMD3	LEMD3
MSRB3	MSRB3
LINC02454	LINC02454
HMGA2	HMGA2
LINC02458	LINC02458
DUSP6	DUSP6
POC1B	POC1B
GALNT4	GALNT4
POC1B-AS1	POC1B-AS1
ATP2B1	ATP2B1
ATP2B1-AS1	ATP2B1-AS1
LINC02399	LINC02399
LINC02392	LINC02392
LINC02822	LINC02822
CCER1	CCER1
LINC00615	LINC00615
EPYC	EPYC
KERA	KERA
LUM	LUM
DCN	DCN
LINC02823	LINC02823
AC025254.1	LINC03130
LINC02404	LINC02404
LINC01619	LINC01619
BTG1	BTG1
LINC02391	LINC02391
CLLU1OS	CLLU1-AS1
CLLU1	CLLU1
LINC02397	LINC02397
C12orf74	PLEKHG7
EEA1	EEA1
LINC02413	LINC02413
LINC02412	LINC02412
NUDT4	NUDT4
UBE2N	UBE2N
MRPL42	MRPL42
SOCS2-AS1	SOCS2-AS1
SOCS2	SOCS2
CRADD	CRADD
PLXNC1	PLXNC1
CEP83	CEP83
CEP83-DT	CEP83-DT
TMCC3	TMCC3
NDUFA12	NDUFA12
NR2C1	NR2C1
FGD6	FGD6
VEZT	VEZT
METAP2	METAP2
USP44	USP44
NTN4	NTN4
LINC02410	LINC02410
SNRPF	SNRPF
CCDC38	CCDC38
AMDHD1	AMDHD1
HAL	HAL
LTA4H	LTA4H
LINC02452	LINC02452
ELK3	ELK3
CDK17	CDK17
CFAP54	CFAP54
NEDD1	NEDD1
LINC02409	LINC02409
RMST	RMST
LINC02453	LINC02453
TMPO-AS1	TMPO-AS1
TMPO	TMPO
SLC25A3	SLC25A3
IKBIP	IKBIP
APAF1	APAF1
ANKS1B	ANKS1B
FAM71C	GARIN6
UHRF1BP1L	BLTP3B-DT
ACTR6	ACTR6
DEPDC4	DEPDC4
SCYL2	SCYL2
SLC17A8	SLC17A8
NR1H4	NR1H4
GAS2L3	GAS2L3
ANO4	ANO4
SLC5A8	SLC5A8
UTP20	UTP20
ARL1	ARL1
SPIC	SPIC
MYBPC1	MYBPC1
CHPT1	CHPT1
SYCP3	SYCP3
GNPTAB	GNPTAB
DRAM1	DRAM1
WASHC3	WASHC3
NUP37	NUP37
PARPBP	PARPBP
PMCH	PMCH
HELLPAR	HELLPAR
LINC02456	LINC02456
IGF1	IGF1
LINC00485	LINC00485
PAH	PAH
ASCL1	ASCL1
C12orf42	C12orf42
LINC02401	LINC02401
STAB2	STAB2
NT5DC3	NT5DC3
HSP90B1	HSP90B1
C12orf73	UQCC6
TDG	TDG
GLT8D2	GLT8D2
HCFC2	HCFC2
NFYB	NFYB
LINC02385	LINC02385
TXNRD1	TXNRD1
EID3	EID3
CHST11	CHST11
SLC41A2	SLC41A2
C12orf45	NOPCHAP1
ALDH1L2	ALDH1L2
WASHC4	WASHC4
APPL2	APPL2
C12orf75	C12orf75
CASC18	CASC18
NUAK1	NUAK1
CKAP4	CKAP4
TCP11L2	TCP11L2
POLR3B	POLR3B
RFX4	RFX4
RIC8B	RIC8B
TMEM263	TMEM263
MTERF2	MTERF2
CRY1	CRY1
BTBD11	ABTB3
PWP1	PWP1
PRDM4	PRDM4
ASCL4	ASCL4
WSCD2	WSCD2
CMKLR1	CMKLR1
LINC01498	LINC01498
FICD	FICD
SART3	SART3
ISCU	ISCU
TMEM119	TMEM119
SELPLG	SELPLG
CORO1C	CORO1C
SSH1	SSH1
DAO	DAO
SVOP	SVOP
USP30	USP30
USP30-AS1	USP30-AS1
ALKBH2	ALKBH2
UNG	UNG
ACACB	ACACB
FOXN4	FOXN4
MYO1H	MYO1H
LINC01486	LINC01486
KCTD10	KCTD10
UBE3B	UBE3B
MMAB	MMAB
MVK	MVK
FAM222A	FAM222A
FAM222A-AS1	FAM222A-AS1
TRPV4	TRPV4
GLTP	GLTP
TCHP	TCHP
GIT2	GIT2
ANKRD13A	ANKRD13A
C12orf76	C12orf76
IFT81	IFT81
ATP2A2	ATP2A2
ANAPC7	ANAPC7
ARPC3	ARPC3
GPN3	GPN3
FAM216A	FAM216A
VPS29	VPS29
RAD9B	RAD9B
PPTC7	PPTC7
TCTN1	TCTN1
HVCN1	HVCN1
PPP1CC	PPP1CC
CCDC63	CCDC63
MYL2	MYL2
LINC01405	VHRT
CUX2	CUX2
PHETA1	PHETA1
LINC02356	LINC02356
SH2B3	SH2B3
ATXN2	ATXN2
ATXN2-AS	ATXN2-AS
BRAP	BRAP
ACAD10	ACAD10
ALDH2	ALDH2
MAPKAPK5-AS1	MAPKAPK5-AS1
MAPKAPK5	MAPKAPK5
TMEM116	TMEM116
ERP29	ERP29
NAA25	NAA25
TRAFD1	TRAFD1
HECTD4	HECTD4
RPL6	RPL6
PTPN11	PTPN11
RPH3A	RPH3A
OAS1	OAS1
OAS3	OAS3
OAS2	OAS2
DTX1	DTX1
RASAL1	RASAL1
CFAP73	CFAP73
DDX54	DDX54
RITA1	RITA1
TPCN1	TPCN1
MPHOSPH9	MPHOSPH9
C12orf65	MTRFR
CDK2AP1	CDK2AP1
SBNO1	SBNO1
SBNO1-AS1	SBNO1-AS1
KMT5A	KMT5A
RILPL2	RILPL2
SNRNP35	SNRNP35
RILPL1	RILPL1
TMED2-DT	TMED2-DT
TMED2	TMED2
DDX55	DDX55
EIF2B1	EIF2B1
GTF2H3	GTF2H3
TCTN2	TCTN2
ATP6V0A2	ATP6V0A2
DNAH10	DNAH10
CCDC92	CCDC92
DNAH10OS	DNAH10OS
ZNF664	ZNF664
RFLNA	RFLNA
NCOR2	NCOR2
SCARB1	SCARB1
UBC	UBC
DHX37	DHX37
BRI3BP	BRI3BP
THRIL	THRIL
AACS	AACS
TMEM132B	TMEM132B
LINC00939	LINC00939
LINC02826	LINC02826
LINC02359	LINC02359
LINC02825	LINC02825
LINC02347	LINC02347
LINC02824	LINC02824
LINC00943	LINC00943
LINC00944	LINC00944
LINC02372	LINC02372
LINC02405	LINC02405
LINC02376	LINC02376
LINC02375	LINC02375
LINC02411	LINC02411
LINC02393	LINC02393
LINC00507	LINC00507
LINC00508	LINC00508
LINC02441	LINC02441
LINC02369	LINC02369
LINC02368	LINC02368
TMEM132C	TMEM132C
SLC15A4	SLC15A4
GLT1D1	GLT1D1
TMEM132D	TMEM132D
TMEM132D-AS1	TMEM132D-AS1
TMEM132D-AS2	TMEM132D-AS2
LINC02418	LINC02418
LINC02419	LINC02419
FZD10-AS1	FZD10-AS1
FZD10	FZD10
PIWIL1	PIWIL1
RIMBP2	RIMBP2
STX2	STX2
RAN	RAN
ADGRD1	ADGRD1
ADGRD1-AS1	ADGRD1-AS1
LINC01257	LINC01257
LINC02415	LINC02415
LINC02370	LINC02370
LINC02414	LINC02414
SFSWAP	SFSWAP
MMP17	MMP17
ULK1	ULK1
AC131009.1	PUS1-AS1
PUS1	PUS1
EP400	EP400
DDX51	DDX51
NOC4L	NOC4L
LINC02361	LINC02361
GALNT9	GALNT9
FBRSL1	FBRSL1
LRCOL1	LRCOL1
P2RX2	P2RX2
POLE	POLE
PXMP2	PXMP2
PGAM5	PGAM5
ANKLE2	ANKLE2
GOLGA3	GOLGA3
CHFR	CHFR
ZNF605	ZNF605
ZNF26	ZNF26
ZNF84-DT	ZNF84-DT
ZNF84	ZNF84
ZNF140	ZNF140
ZNF891	ZNF891
ZNF10	ZNF10
ZNF268	ZNF268
ANHX	ANHX
FAM230C	FAM230C
LINC00349	LINC00349
LINC00388	LINC00388
LINC00387	LINC00387
LINC00408	LINC00408
LINC00442	LINC00442
TUBA3C	TUBA3C
LINC00421	LINC00421
TPTE2	TPTE2
LINC00350	TPTE2-AS1
MPHOSPH8	MPHOSPH8
PSPC1-AS2	PSPC1-AS2
PSPC1	PSPC1
ZMYM5	ZMYM5
ZMYM2	ZMYM2
LINC01072	LINC01072
GJA3	GJA3
LINC00556	LINC00556
GJB2	GJB2
GJB6	GJB6
CRYL1	CRYL1
IFT88	IFT88
IL17D	IL17D
EEF1AKMT1	EEF1AKMT1
XPO4	XPO4
LATS2	LATS2
LATS2-AS1	LATS2-AS1
SAP18	SAP18
SKA3	SKA3
MRPL57	MRPL57
LINC01046	LINC01046
LINC00539	LINC00539
ZDHHC20	ZDHHC20
ZDHHC20-IT1	ZDHHC20-IT1
MICU2	MICU2
FGF9	FGF9
LINC00424	LINC00424
LINC00621	LINC00621
LINC00362	LINC00362
SGCG	SGCG
SACS	SACS
SACS-AS1	SACS-AS1
LINC00327	LINC00327
LINC00352	LINC00352
TNFRSF19	TNFRSF19
MIPEP	MIPEP
PCOTH	PCOTH
C1QTNF9B	C1QTNF9B
SPATA13	SPATA13
SPATA13-AS1	SPATA13-AS1
C1QTNF9	C1QTNF9
C1QTNF9-AS1	C1QTNF9-AS1
LINC00566	LINC00566
PARP4	PARP4
ATP12A	ATP12A
RNF17	RNF17
CENPJ	CPAP
PABPC3	PABPC3
AMER2	AMER2
LINC01053	LINC01053
LINC00463	LINC00463
LINC01076	LINC01076
MTMR6	MTMR6
NUP58	NUP58
ATP8A2	ATP8A2
SHISA2	SHISA2
LINC00415	LINC00415
RNF6	RNF6
CDK8	CDK8
WASF3	WASF3
WASF3-AS1	WASF3-AS1
GPR12	GPR12
USP12	USP12
USP12-AS1	USP12-AS1
USP12-AS2	USP12-AS1
LINC02340	LINC00412
LINC00412	LINC00412
RPL21	RPL21
RASL11A	RASL11A
LINC01079	LINC01079
GTF3A	GTF3A
MTIF3	MTIF3
LNX2	LNX2
POLR1D	POLR1D
GSX1	GSX1
PLUT	PLUT
PDX1	PDX1
LINC00543	LINC00543
CDX2	CDX2
URAD	URAD
FLT3	FLT3
PAN3-AS1	PAN3-AS1
PAN3	PAN3
FLT1	FLT1
POMP	POMP
SLC46A3	SLC46A3
MTUS2	MTUS2
MTUS2-AS2	MTUS2-AS2
ESD	ESD
HTR2A	HTR2A
HTR2A-AS1	HTR2A-AS1
SUCLA2	SUCLA2
