Gene	Symbol
FAM170B	FAM170B
TMEM273	TMEM273
C10orf71-AS1	C10orf71-AS1
C10orf71	C10orf71
DRGX	DRGX
ERCC6	ERCC6
CHAT	CHAT
SLC18A3	SLC18A3
C10orf53	C10orf53
OGDHL	OGDHL
PARG	PARG
TIMM23B	TIMM23B
TIMM23B-AGAP6	TIMM23B-AGAP6
AGAP6	AGAP6
WASHC2A	WASHC2A
ASAH2	ASAH2
SGMS1	SGMS1
SGMS1-AS1	SGMS1-AS1
ASAH2B	ASAH2B
A1CF	A1CF
PRKG1	PRKG1
CSTF2T	CSTF2T
PRKG1-AS1	PRKG1-AS1
DKK1	DKK1
LNCAROD	LNCAROD
MBL2	MBL2
LINC02672	LINC02672
PCDH15	PCDH15
MTRNR2L5	MTRNR2L5
ZWINT	ZWINT
IPMK	IPMK
CISD1	CISD1
UBE2D1	UBE2D1
TFAM	TFAM
BICC1	BICC1
LINC00844	LINC00844
PHYHIPL	PHYHIPL
FAM13C	FAM13C
SLC16A9	SLC16A9
MRLN	MRLN
CCDC6	CCDC6
LINC01553	LINC01553
ANK3	ANK3
ANK3-DT	ANK3-DT
CDK1	CDK1
RHOBTB1	RHOBTB1
LINC00845	LINC00845
TMEM26	TMEM26
TMEM26-AS1	TMEM26-AS1
CABCOCO1	CABCOCO1
LINC02625	LINC02625
ARID5B	ARID5B
RTKN2	RTKN2
LINC02621	LINC02621
ZNF365	ZNF365
ADO	ADO
EGR2	EGR2
NRBF2	NRBF2
JMJD1C	JMJD1C
JMJD1C-AS1	JMJD1C-AS1
REEP3	REEP3
LINC02671	LINC02671
LINC01515	LINC01515
CTNNA3	CTNNA3
LRRTM3	LRRTM3
DNAJC12	DNAJC12
SIRT1	SIRT1
HERC4	HERC4
MYPN	MYPN
ATOH7	ATOH7
LINC02640	LINC02640
PBLD	PBLD
HNRNPH3	HNRNPH3
RUFY2	RUFY2
DNA2	DNA2
SLC25A16	SLC25A16
TET1	TET1
CCAR1	CCAR1
STOX1	STOX1
DDX50	DDX50
DDX21	DDX21
KIF1BP	KIFBP
SRGN	SRGN
VPS26A	VPS26A
SUPV3L1	SUPV3L1
HKDC1	HKDC1
HK1	HK1
TACR2	TACR2
TSPAN15	TSPAN15
NEUROG3	NEUROG3
FAM241B	FAM241B
LINC02651	LINC02651
COL13A1	COL13A1
LINC02636	LINC02636
H2AFY2	MACROH2A2
AIFM2	AIFM2
TYSND1	TYSND1
SAR1A	SAR1A
PPA1	PPA1
NPFFR1	NPFFR1
LRRC20	LRRC20
EIF4EBP2	EIF4EBP2
NODAL	NODAL
PALD1	PALD1
PRF1	PRF1
ADAMTS14	ADAMTS14
TBATA	TBATA
SGPL1	SGPL1
PCBD1	PCBD1
LINC02622	LINC02622
UNC5B	UNC5B
UNC5B-AS1	UNC5B-AS1
SLC29A3	SLC29A3
CDH23	CDH23
CDH23-AS1	CDH23-AS1
C10orf105	C10orf105
VSIR	VSIR
PSAP	PSAP
CHST3	CHST3
SPOCK2	SPOCK2
ASCC1	ASCC1
ANAPC16	ANAPC16
DDIT4	DDIT4
DDIT4-AS1	DDIT4-AS1
DNAJB12	DNAJB12
MICU1	MICU1
MCU	MCU
OIT3	OIT3
PLA2G12B	PLA2G12B
P4HA1	P4HA1
NUDT13	NUDT13
ECD	ECD
FAM149B1	FAM149B1
DNAJC9	DNAJC9
DNAJC9-AS1	DNAJC9-AS1
MRPS16	MRPS16
CFAP70	CFAP70
ANXA7	ANXA7
MSS51	MSS51
PPP3CB	PPP3CB
PPP3CB-AS1	PPP3CB-AS1
USP54	USP54
MYOZ1	MYOZ1
SYNPO2L	SYNPO2L
AGAP5	AGAP5
SEC24C	SEC24C
FUT11	POFUT4
CHCHD1	CHCHD1
ZSWIM8	ZSWIM8
ZSWIM8-AS1	ZSWIM8-AS1
NDST2	NDST2
CAMK2G	CAMK2G
KIF20B	KIF20B
LINC00865	LINC00865
LINC01374	LINC00865
LINC01375	LINC01375
LINC02653	LINC02653
HTR7	HTR7
RPP30	RPP30
ANKRD1	ANKRD1
LINC00502	LINC00502
PCGF5	PCGF5
HECTD2	HECTD2
PPP1R3C	PPP1R3C
TNKS2-AS1	TNKS2-DT
TNKS2	TNKS2
FGFBP3	FGFBP3
BTAF1	BTAF1
CPEB3	CPEB3
MARCH5	MARCHF5
IDE	IDE
KIF11	KIF11
HHEX	HHEX
EXOC6	EXOC6
CYP26C1	CYP26C1
CYP26A1	CYP26A1
MYOF	MYOF
CEP55	CEP55
FFAR4	FFAR4
RBP4	RBP4
PDE6C	PDE6C
FRA10AC1	FRA10AC1
LGI1	LGI1
SLC35G1	SLC35G1
PLCE1	PLCE1
PLCE1-AS2	PLCE1-AS2
PLCE1-AS1	PLCE1-AS1
NOC3L	NOC3L
TBC1D12	TBC1D12
HELLS	HELLS
CYP2C18	CYP2C18
CYP2C19	CYP2C19
CYP2C9	CYP2C9
CYP2C8	CYP2C8
ACSM6	ACSM6
PDLIM1	PDLIM1
SORBS1	SORBS1
ALDH18A1	ALDH18A1
TCTN3	TCTN3
ENTPD1	ENTPD1
ENTPD1-AS1	ENTPD1-AS1
CC2D2B	CC2D2B
CCNJ	CCNJ
ZNF518A	ZNF518A
BLNK	BLNK
DNTT	DNTT
OPALIN	OPALIN
TLL2	TLL2
TM9SF3	TM9SF3
PIK3AP1	PIK3AP1
LCOR	LCOR
SLIT1	SLIT1
SLIT1-AS1	SLIT1-AS1
ARHGAP19	ARHGAP19
FRAT1	FRAT1
FRAT2	FRAT2
RRP12	RRP12
PGAM1	PGAM1
EXOSC1	EXOSC1
ZDHHC16	ZDHHC16
MMS19	MMS19
UBTD1	UBTD1
ANKRD2	ANKRD2
HOGA1	HOGA1
C10orf62	C10orf62
MORN4	MORN4
PI4K2A	PI4K2A
AVPI1	AVPI1
MARVELD1	MARVELD1
ZFYVE27	ZFYVE27
SFRP5	SFRP5
LINC00866	GOLGA7B-DT
GOLGA7B	GOLGA7B
CRTAC1	CRTAC1
R3HCC1L	R3HCC1L
LOXL4	LOXL4
PYROXD2	PYROXD2
HPS1	HPS1
HPSE2	HPSE2
CNNM1	CNNM1
GOT1	GOT1
LINC01475	LINC01475
NKX2-3	NKX2-3
SLC25A28	SLC25A28
ENTPD7	ENTPD7
CUTC	CUTC
COX15	COX15
ABCC2	ABCC2
DNMBP	DNMBP
DNMBP-AS1	DNMBP-AS1
CPN1	CPN1
ERLIN1	ERLIN1
CHUK	CHUK
CWF19L1	CWF19L1
BLOC1S2	BLOC1S2
PKD2L1	PKD2L1
SCD	SCD
OLMALINC	OLMALINC
WNT8B	WNT8B
SEC31B	SEC31B
NDUFB8	NDUFB8
HIF1AN	HIF1AN
PAX2	PAX2
SLF2	SLF2
MRPL43	MRPL43
SEMA4G	SEMA4G
TWNK	TWNK
LZTS2	LZTS2
PDZD7	PDZD7
SFXN3	SFXN3
KAZALD1	KAZALD1
TLX1NB	TLX1NB
TLX1	TLX1
LINC01514	LINC01514
LBX1	LBX1
LBX1-AS1	LBX1-AS1
LINC02681	LINC02681
BTRC	BTRC
DPCD	DPCD
POLL	POLL
FBXW4	FBXW4
AC010789.1	LINC03046
FGF8	FGF8
NPM3	NPM3
OGA	OGA
KCNIP2-AS1	KCNIP2-AS1
KCNIP2	KCNIP2
ARMH3	ARMH3
HPS6	HPS6
LDB1	LDB1
PPRC1	PPRC1
NOLC1	NOLC1
ELOVL3	ELOVL3
PITX3	PITX3
GBF1	GBF1
NFKB2	NFKB2
PSD	PSD
FBXL15	FBXL15
CUEDC2	CUEDC2
RPARP-AS1	C10orf95-AS1
C10orf95	C10orf95
MFSD13A	SLC68A1
ACTR1A	ACTR1A
SUFU	SUFU
TRIM8	TRIM8
ARL3	ARL3
SFXN2	SFXN2
WBP1L	WBP1L
CYP17A1	CYP17A1
BORCS7	BORCS7
AS3MT	AS3MT
CNNM2	CNNM2
NT5C2	NT5C2
RPEL1	RPEL1
INA	INA
PCGF6	PCGF6
TAF5	TAF5
ATP5MD	ATP5MK
PDCD11	PDCD11
CALHM2	CALHM2
CALHM1	CALHM1
CALHM3	CALHM3
NEURL1-AS1	NEURL1-AS1
NEURL1	NEURL1
SH3PXD2A	SH3PXD2A
SH3PXD2A-AS1	SH3PXD2A-AS1
STN1	STN1
SLK	SLK
COL17A1	COL17A1
SFR1	SFR1
CFAP43	CFAP43
GSTO1	GSTO1
GSTO2	GSTO2
ITPRIP	ITPRIP
ITPRIP-AS1	ITPRIP-AS1
CFAP58-DT	CFAP58-DT
CFAP58	CFAP58
LINC02620	LINC02620
SORCS3	SORCS3
SORCS3-AS1	SORCS3-AS1
LINC02627	LINC02627
LINC02624	LINC02624
SORCS1	SORCS1
LINC01435	LINC01435
LINC02661	LINC02661
XPNPEP1	XPNPEP1
ADD3-AS1	ADD3-AS1
ADD3	ADD3
MXI1	MXI1
SMNDC1	SMNDC1
DUSP5	DUSP5
SMC3	SMC3
RBM20	RBM20
PDCD4-AS1	PDCD4-AS1
PDCD4	PDCD4
BBIP1	BBIP1
SHOC2	SHOC2
ADRA2A	ADRA2A
GPAM	GPAM
TECTB	TECTB
ACSL5	ACSL5
ZDHHC6	ZDHHC6
VTI1A	VTI1A
AL158212.1	LINC02935
TCF7L2	TCF7L2
HABP2	HABP2
NRAP	NRAP
CASP7	CASP7
PLEKHS1	PLEKHS1
DCLRE1A	DCLRE1A
NHLRC2	NHLRC2
ADRB1	ADRB1
CCDC186	CCDC186
TDRD1	TDRD1
VWA2	VWA2
PPP2R2D	PPP2R2D
BNIP3	BNIP3
JAKMIP3	JAKMIP3
DPYSL4	DPYSL4
STK32C	STK32C
LRRC27	LRRC27
PWWP2B	PWWP2B
AL451069.3	LINC03068
C10orf91	LINC02870
LINC01165	LINC01165
INPP5A	INPP5A
NKX6-2	NKX6-2
CFAP46	CFAP46
LINC01166	LINC01166
LINC01167	LINC01166
LINC01168	LINC01168
ADGRA1	ADGRA1
ADGRA1-AS1	ADGRA1-AS1
KNDC1	KNDC1
UTF1	UTF1
VENTX	VENTX
MIR202HG	MIR202HG
ADAM8	ADAM8
TUBGCP2	TUBGCP2
ZNF511	ZNF511
CALY	CALY
PRAP1	PRAP1
FUOM	FUOM
ECHS1	ECHS1
PAOX	PAOX
MTG1	MTG1
SPRN	SPRN
SCART1	SCART1
CYP2E1	CYP2E1
SYCE1	SYCE1
FRG2B	FRG2B
LINC01001	LINC01001
BET1L	BET1L
SCGB1C1	SCGB1C1
ODF3	CIMAP1A
RIC8A	RIC8A
SIRT3	SIRT3
PSMD13	PSMD13
NLRP6	NLRP6
PGGHG	PGGHG
IFITM5	IFITM5
IFITM2	IFITM2
IFITM1	IFITM1
IFITM3	IFITM3
B4GALNT4	B4GALNT4
PKP3	PKP3
SIGIRR	SIGIRR
ANO9	ANO9
PTDSS2	PTDSS2
RNH1	RNH1
HRAS	HRAS
LRRC56	LRRC56
LMNTD2	LMNTD2
RASSF7	RASSF7
MIR210HG	MIR210HG
PHRF1	PHRF1
IRF7	IRF7
CDHR5	CDHR5
SCT	SCT
DRD4	DRD4
DEAF1	DEAF1
EPS8L2	EPS8L2
TMEM80	TMEM80
TALDO1	TALDO1
GATD1	GATD1
CEND1	CEND1
SLC25A22	SLC25A22
PANO1	PANO1
PIDD1	PIDD1
RPLP2	RPLP2
PNPLA2	PNPLA2
CRACR2B	CRACR2B
CD151	CD151
POLR2L	POLR2L
TSPAN4	TSPAN4
CHID1	CHID1
AP2A2	AP2A2
MUC6	MUC6
LINC02688	LINC02688
MUC2	MUC2
MUC5AC	MUC5AC
MUC5B	MUC5B
MUC5B-AS1	MUC5B-AS1
TOLLIP	TOLLIP
TOLLIP-AS1	TOLLIP-DT
LINC02689	LINC02689
BRSK2	BRSK2
MOB2	MOB2
DUSP8	DUSP8
KRTAP5-AS1	KRTAP5-AS1
KRTAP5-1	KRTAP5-AS1
KRTAP5-2	KRTAP5-AS1
KRTAP5-3	KRTAP5-3
KRTAP5-4	KRTAP5-4
KRTAP5-5	KRTAP5-5
FAM99A	FAM99A
FAM99B	FAM99B
LINC02708	LINC02708
KRTAP5-6	KRTAP5-6
IFITM10	IFITM10
CTSD	CTSD
SYT8	SYT8
TNNI2	TNNI2
LSP1	LSP1
PRR33	PRR33
LINC01150	LINC01150
TNNT3	TNNT3
MRPL23	MRPL23
MRPL23-AS1	MRPL23-AS1
LINC01219	LINC01219
H19	H19
IGF2	IGF2
IGF2-AS	IGF2-AS
INS	INS
TH	TH
ASCL2	ASCL2
C11orf21	C11orf21
TSPAN32	TSPAN32
CD81-AS1	CD81-AS1
CD81	CD81
TSSC4	TSSC4
TRPM5	TRPM5
KCNQ1	KCNQ1
KCNQ1OT1	KCNQ1OT1
KCNQ1-AS1	KCNQ1-AS1
KCNQ1DN	KCNQ1DN
CDKN1C	CDKN1C
SLC22A18AS	SLC67A1-AS
SLC22A18	SLC67A1-AS
PHLDA2	PHLDA2
NAP1L4	NAP1L4
CARS	CARS1-AS1
CARS-AS1	CARS1-AS1
OSBPL5	OSBPL5
MRGPRG	MRGPRG
MRGPRG-AS1	MRGPRG-AS1
MRGPRE	MRGPRE
ZNF195	ZNF195
ART5	ART5
ART1	ART1
CHRNA10	CHRNA10
NUP98	NUP98
PGAP2	PGAP2
RHOG	RHOG
STIM1	STIM1
RRM1	RRM1
RRM1-AS1	RRM1-AS1
LINC02749	LINC02749
SSU72P5	SSU72L5
SSU72P2	SSU72L2
SSU72P4	SSU72L4
SSU72P3	SSU72L3
SSU72P7	SSU72L1
OR52B4	OR52B4
TRIM21	TRIM21
OR52K2	OR52K2
OR52K1	OR52K1
OR52M1	OR52M1
C11orf40	C11orf40
OR52I2	OR52I2
OR52I1	OR52I1
TRIM68	TRIM68
OR51D1	OR51D1
OR51E1	OR51E1
OR51E2	OR51E2
OR51C1P	OR51C1
MMP26	MMP26
OR51F1	OR51F1
OR52R1	OR52R1
OR51F2	OR51F2
OR51S1	OR51S1
OR51T1	OR51T1
OR51A7	OR51A7
OR51G2	OR51G2
OR51G1	OR51G1
OR51A4	OR51A4
OR51A2	OR51A2
OR51L1	OR51L1
OR52J3	OR52J3
OR52E2	OR52E2
OR52A5	OR52A5
OR52A1	OR52A1
OR51V1	OR51V1
HBB	HBB
HBD	HBD
BGLT3	BGLT3
HBG1	HBG1
HBG2	HBG2
HBE1	HBE1
OR51B4	OR51B4
OR51B5	OR51B5
OR51B2	OR51B2
OR51B6	OR51B6
OR51M1	OR51M1
OR51Q1	OR51Q1
OR51I1	OR51I1
OR51I2	OR51I2
OR52D1	OR52D1
UBQLN3	UBQLN3
UBQLNL	UBQLNL
OR52H1	OR52H1
OR52B6	OR52B6
TRIM6	TRIM6
TRIM34	TRIM34
TRIM5	TRIM5
TRIM22	TRIM22
OR56B1	OR56B1
OR52N4	OR52N4
OR52N5	OR52N5
OR52N1	OR52N1
OR52N2	OR52N2
OR52E6	OR52E6
OR52E8	OR52E8
OR52E4	OR52E4
OR52E5	OR52E5
OR56A3	OR56A3
OR56A5	OR56A5
OR52L1	OR52L1
OR56A4	OR56A4
OR56A1	OR56A1
OR56B4	OR56B4
OR52B2	OR52B2
OR52W1	OR52W1
C11orf42	C11orf42
FAM160A2	FHIP1B
CNGA4	CNGA4
CCKBR	CCKBR
CAVIN3	CAVIN3
SMPD1	SMPD1
APBB1	APBB1
HPX	HPX
MTRNR2L8	MTRNR2L8
MRGPRX1	MRGPRX1
MRGPRX2	MRGPRX2
ZDHHC13	ZDHHC13
CSRP3	CSRP3
CSRP3-AS1	CSRP3-AS1
NAV2	NAV2
NAV2-IT1	NAV2-IT1
NAV2-AS5	NAV2-AS5
NAV2-AS4	NAV2-AS4
NAV2-AS3	NAV2-AS3
NAV2-AS2	NAV2-AS2
NAV2-AS1	NAV2-AS1
DBX1	DBX1
HTATIP2	HTATIP2
PRMT3	PRMT3
SLC6A5	SLC6A5
NELL1	NELL1
ANO5	ANO5
SLC17A6	SLC17A6
LINC01495	LINC01495
FANCF	FANCF
GAS2	GAS2
SVIP	SVIP
CCDC179	CCDC179
LINC02718	LINC02718
LINC02726	LINC02726
LINC02686	LINC02686
LUZP2	LUZP2
LINC02699	LINC02699
ANO3	ANO3
ANO3-AS1	ANO3-AS1
MUC15	MUC15
SLC5A12	SLC5A12
FIBIN	FIBIN
BBOX1	BBOX1
BBOX1-AS1	BBOX1-AS1
CCDC34	CCDC34
LGR4	LGR4
LIN7C	LIN7C
BDNF-AS	BDNF-AS
LINC00678	LINC00678
BDNF	BDNF
KIF18A	KIF18A
METTL15	METTL15
LINC02758	LINC02758
LINC02742	LINC02742
LINC02755	LINC02755
LINC02546	LINC02546
LINC01616	LINC01616
KCNA4	KCNA4
FSHB	FSHB
ARL14EP	ARL14EP
MPPED2	MPPED2
MPPED2-AS1	MPPED2-AS1
DCDC1	DCDC1
DNAJC24	DNAJC24
IMMP1L	IMMP1L
ELP4	ELP4
PAX6	PAX6
PAUPAR	PAUPAR
RCN1	RCN1
WT1	WT1
WT1-AS	WT1-AS
EIF3M	EIF3M
CCDC73	CCDC73
PRRG4	PRRG4
QSER1	QSER1
DEPDC7	DEPDC7
TCP11L1	TCP11L1
LINC00294	LINC00294
CSTF3	CSTF3
CSTF3-DT	CSTF3-DT
HIPK3	HIPK3
KIAA1549L	KIAA1549L
C11orf91	C11orf91
CD59	CD59
FBXO3	FBXO3
FBXO3-DT	FBXO3-DT
LINC02722	LINC02722
LINC02721	LINC02721
LMO2	LMO2
CAPRIN1	CAPRIN1
NAT10	NAT10
ABTB2	ABTB2
CAT	CAT
ELF5	ELF5
LINC02707	LINC02707
EHF	EHF
APIP	APIP
PDHX	PDHX
CD44	CD44
CD44-AS1	CD44-AS1
SLC1A2	SLC1A2
AC090625.2	SLC1A2-AS2
PAMR1	PAMR1
FJX1	FJX1
TRIM44	TRIM44
LDLRAD3	LDLRAD3
COMMD9	COMMD9
PRR5L	PRR5L
TRAF6	TRAF6
RAG1	RAG1
RAG2	RAG2
C11orf74	IFTAP
LINC02760	LINC02760
LINC02759	LINC02759
LINC01493	LINC01493
LRRC4C	LRRC4C
LINC02741	LINC02741
LINC01499	LINC01499
LINC02745	LINC02745
LINC02740	LINC02740
API5	API5
TTC17	TTC17
MIR670HG	MIR670HG
HSD17B12	HSD17B12
ALKBH3	ALKBH3
ALKBH3-AS1	ALKBH3-AS1
C11orf96	C11orf96
ACCSL	ACCSL
ACCS	ACCS
EXT2	EXT2
ALX4	ALX4
CD82	CD82
LINC02704	LINC02704
TSPAN18-AS1	TSPAN18-AS1
TSPAN18	TSPAN18
TP53I11	TP53I11
LINC02685	LINC02685
PRDM11	PRDM11
SYT13	SYT13
LINC02696	LINC02687
LINC02687	LINC02687
CHST1	CHST1
LINC02690	LINC02690
LINC02716	LINC02716
SLC35C1	SLC35C1
CRY2	CRY2
MAPK8IP1	MAPK8IP1
C11orf94	FREY1
PEX16	PEX16
LARGE2	LARGE2
PHF21A	PHF21A
LINC02710	LINC02710
LINC02489	LINC02489
CREB3L1	CREB3L1
DGKZ	DGKZ
MDK	MDK
CHRM4	CHRM4
AMBRA1	AMBRA1
HARBI1	HARBI1
ATG13	ATG13
ARHGAP1	ARHGAP1
ZNF408	ZNF408
F2	F2
CKAP5	CKAP5
LRP4-AS1	LRP4-AS1
LRP4	LRP4
C11orf49	CSTPP1
ARFGAP2	ARFGAP2
PACSIN3	PACSIN3
DDB2	DDB2
ACP2	ACP2
NR1H3	NR1H3
MADD	MADD
MYBPC3	MYBPC3
SPI1	SPI1
AC090559.1	SLC39A13-AS1
SLC39A13	SLC39A13
PSMC3	PSMC3
RAPSN	RAPSN
CELF1	CELF1
NDUFS3	NDUFS3
PTPMT1	PTPMT1
KBTBD4	KBTBD4
FAM180B	FAM180B
C1QTNF4	C1QTNF4
MTCH2	MTCH2
AGBL2	AGBL2
FNBP4	FNBP4
NUP160	NUP160
PTPRJ	PTPRJ
PTPRJ-AS1	PTPRJ-AS1
OR4B1	OR4B1
OR4X2	OR4X2
OR4X1	OR4X1
OR4S1	OR4S1
OR4C3	OR4C3
OR4C5	OR4C5
OR4A47	OR4A47
TRIM51GP	TRIM51G
TRIM49B	TRIM49B
TRIM64C	TRIM64C
FOLH1	FOLH1
OR4C13	OR4C13
OR4C12	OR4C12
LINC02750	LINC02750
OR4C46	OR4C46
OR4A5	OR4A5
TRIM48	TRIM48
OR4A16	OR4A16
OR4A15	OR4A15
OR4C15	OR4C15
OR4C16	OR4C16
LRRC10B	LRRC10B
SYT7	SYT7
AP002754.2	LINC03144
DAGLA	DAGLA
MYRF-AS1	MYRF-AS1
MYRF	MYRF
TMEM258	TMEM258
FEN1	FEN1
FADS2	FADS2
FADS1	FADS1
FADS3	FADS3
RAB3IL1	RAB3IL1
BEST1	BEST1
FTH1	FTH1
LINC02733	LINC02733
INCENP	INCENP
SCGB1D1	SCGB1D1
SCGB2A1	SCGB2A1
SCGB1D2	SCGB1D2
SCGB2A2	SCGB2A2
SCGB1D4	SCGB1D4
ASRGL1	ASRGL1
SCGB1A1	SCGB1A1
AHNAK	AHNAK
EEF1G	EEF1G
TUT1	TUT1
MTA2	MTA2
EML3	EML3
ROM1	ROM1
B3GAT3	B3GAT3
GANAB	GANAB
INTS5	INTS5
C11orf98	C11orf98
LBHD1	LBHD1
CSKMT	CSKMT
UQCC3	UQCC3
UBXN1	UBXN1
LRRN4CL	LRRN4CL
BSCL2	BSCL2
GNG3	GNG3
HNRNPUL2	HNRNPUL2
TTC9C	TTC9C
ZBTB3	ZBTB3
POLR2G	POLR2G
TAF6L	TAF6L
TMEM223	TMEM223
TMEM179B	TMEM179B
NXF1	NXF1
STX5	STX5
TEX54	TEX54
WDR74	WDR74
SNHG1	SNHG1
SLC3A2	SLC3A2
CHRM1	CHRM1
SLC22A6	SLC22A6
SLC22A8	SLC22A8
SLC22A24	SLC22A24
SLC22A10	SLC22A10
SLC22A25	SLC22A25
SLC22A9	SLC22A9
PLAAT5	PLAAT5
LGALS12	LGALS12
PLAAT4	PLAAT4
PLAAT2	PLAAT2
PLAAT3	PLAAT3
ATL3	ATL3
RTN3	RTN3
C11orf95	ZFTA
SPINDOC	SPINDOC
MARK2	MARK2
RCOR2	RCOR2
NAA40	NAA40
COX8A	COX8A
OTUB1	OTUB1
MACROD1	MACROD1
FLRT1	FLRT1
STIP1	STIP1
FERMT3	FERMT3
TRPT1	TRPT1
NUDT22	NUDT22
DNAJC4	DNAJC4
VEGFB	VEGFB
FKBP2	FKBP2
PPP1R14B	PPP1R14B
PPP1R14B-AS1	PPP1R14B-AS1
PLCB3	PLCB3
BAD	BAD
GPR137	GPR137
KCNK4	KCNK4
CATSPERZ	CATSPERZ
ESRRA	ESRRA
TRMT112	TRMT112
PRDX5	PRDX5
CCDC88B	CCDC88B
RPS6KA4	RPS6KA4
LINC02723	LINC02723
LINC02724	LINC02724
SLC22A11	SLC22A11
SLC22A12	SLC22A12
NRXN2	NRXN2
RASGRP2	RASGRP2
PYGM	PYGM
SF1	SF1
MAP4K2	MAP4K2
MEN1	MEN1
CDC42BPG	CDC42BPG
EHD1	EHD1
MIR194-2HG	MIR194-2HG
ATG2A	ATG2A
PPP2R5B	PPP2R5B
GPHA2	GPHA2
MAJIN	MAJIN
BATF2	BATF2
ARL2	ARL2
SNX15	SNX15
SAC3D1	SAC3D1
NAALADL1	NAALADL1
CDCA5	CDCA5
ZFPL1	ZFPL1
TMEM262	CATSPERH
VPS51	VPS51
TM7SF2	TM7SF2
ZNHIT2	ZNHIT2
FAU	FAU
SYVN1	SYVN1
MRPL49	MRPL49
SPDYC	SPDYC
CAPN1	CAPN1
POLA2	POLA2
CDC42EP2	CDC42EP2
DPF2	DPF2
TIGD3	TIGD3
SLC25A45	SLC25A45
FRMD8	FRMD8
NEAT1	NEAT1
LINC02736	LINC02736
MALAT1	MALAT1
SCYL1	SCYL1
LTBP3	LTBP3
SSSCA1-AS1	ZNRD2-DT
ZNRD2	ZNRD2
FAM89B	FAM89B
EHBP1L1	EHBP1L1
KCNK7	KCNK7
MAP3K11	MAP3K11
PCNX3	PCNX3
SIPA1	SIPA1
RELA	RELA
RELA-DT	RELA-DT
KAT5	KAT5
RNASEH2C	RNASEH2C
AP5B1	AP5B1
OVOL1	OVOL1
OVOL1-AS1	OVOL1-AS1
CFL1	CFL1
SNX32	SNX32
MUS81	MUS81
EFEMP2	EFEMP2
CTSW	CTSW
FIBP	FIBP
CCDC85B	CCDC85B
FOSL1	FOSL1
C11orf68	C11orf68
DRAP1	DRAP1
TSGA10IP	TSGA10IP
SART1	SART1
EIF1AD	EIF1AD
BANF1	BANF1
CST6	CST6
CATSPER1	CATSPER1
GAL3ST3	GAL3ST3
SF3B2	SF3B2
PACS1	PACS1
KLC2	KLC2
RAB1B	RAB1B
CNIH2	CNIH2
YIF1A	YIF1A
TMEM151A	TMEM151A
CD248	CD248
RIN1	RIN1
BRMS1	BRMS1
B4GAT1	B4GAT1
SLC29A2	SLC29A2
NPAS4	NPAS4
MRPL11	MRPL11
PELI3	PELI3
DPP3	DPP3
BBS1	BBS1
ZDHHC24	ZDHHC24
ACTN3	ACTN3
CTSF	CTSF
CCDC87	CCDC87
CCS	CCS
RBM14	RBM14
RBM4	RBM4
RBM4B	RBM4B
SPTBN2	SPTBN2
C11orf80	TOP6BL
RCE1	RCE1
PC	PC
LRFN4	LRFN4
C11orf86	C11orf86
SYT12	SYT12
RHOD	RHOD
KDM2A	KDM2A
GRK2	GRK2
ANKRD13D	ANKRD13D
SSH3	SSH3
RAD9A	RAD9A
POLD4	POLD4
CLCF1	CLCF1
PPP1CA	PPP1CA
TBC1D10C	TBC1D10C
CARNS1	CARNS1
RPS6KB2	RPS6KB2
RPS6KB2-AS1	RPS6KB2-AS1
PTPRCAP	PTPRCAP
CORO1B	CORO1B
GPR152	GPR152
CABP4	CABP4
TMEM134	TMEM134
AIP	AIP
PITPNM1	PITPNM1
CDK2AP2	CDK2AP2
CABP2	CABP2
GSTP1	GSTP1
C11orf72	NDUFV1-DT
NDUFV1	NDUFV1
NUDT8	NUDT8
TBX10	TBX10
ACY3	ACY3
ALDH3B2	ALDH3B2
LINC02754	LINC02754
UNC93B1	UNC93B1
ALDH3B1	ALDH3B1
NDUFS8	NDUFS8
TCIRG1	TCIRG1
CHKA	CHKA
TSKU	TSKU
ACER3	ACER3
B3GNT6	B3GNT6
CAPN5	CAPN5
OMP	OMP
MYO7A	MYO7A
GDPD4	GDPD4
PAK1	PAK1
CLNS1A	CLNS1A
AQP11	AQP11
RSF1	RSF1
RSF1-IT2	RSF1-IT2
RSF1-IT1	RSF1-IT1
AAMDC	AAMDC
INTS4	INTS4
KCTD14	KCTD14
THRSP	THRSP
NDUFC2	NDUFC2
ALG8	ALG8
KCTD21-AS1	KCTD21-AS1
KCTD21	KCTD21
USP35	USP35
GAB2	GAB2
LINC02728	LINC02728
NARS2	NARS2
TENM4	TENM4
LINC02720	LINC02720
MIR4300HG	MIR4300HG
FAM181B	FAM181B
LINC02734	LINC02734
PRCP	PRCP
DDIAS	DDIAS
RAB30	RAB30
RAB30-DT	RAB30-DT
PCF11	PCF11
PCF11-AS1	PCF11-AS1
ANKRD42	ANKRD42
CCDC90B	CCDC90B
DLG2	DLG2
TMEM126B	TMEM126B
TMEM126A	TMEM126A
CREBZF	CREBZF
CCDC89	CCDC89
SYTL2	SYTL2
CCDC83	CCDC83
PICALM	PICALM
LINC02695	LINC02695
EED	EED
HIKESHI	HIKESHI
CCDC81	CCDC81
ME3	ME3
PRSS23	PRSS23
FZD4	FZD4
FZD4-DT	FZD4-DT
TMEM135	TMEM135
LINC02711	LINC02711
RAB38	RAB38
CTSC	CTSC
GRM5-AS1	GRM5-AS1
GRM5	GRM5
TYR	TYR
NOX4	NOX4
